ID,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo
15606,0.285,2000,0.0023899999999999998,1279,0.429,266773,0.6609999999999999,0,0.000121,0.23399999999999999,-7.227,1,100,0.0281,173.372
15607,0.613,2000,0.14300000000000002,4618,0.843,270507,0.8059999999999999,1,0.0,0.0771,-5.9460000000000015,0,95,0.26899999999999996,94.948
15608,0.4,2000,0.00958,3680,0.556,216880,0.8640000000000001,0,0.0,0.209,-5.87,0,100,0.0584,105.14299999999999
15609,0.5429999999999999,2000,0.006640000000000001,114,0.545,233933,0.865,0,1.1e-05,0.168,-5.7079999999999975,0,92,0.0286,99.009
15610,0.76,2000,0.0302,1972,0.9490000000000001,284200,0.6609999999999999,1,0.0,0.0454,-4.244,0,95,0.0572,104.50399999999999
15611,0.941,2000,0.0009960000000000001,1718,0.695,279213,0.8759999999999999,1,6.89e-06,0.106,-4.262,0,90,0.0553,89.954
15612,0.722,2000,0.0616,4434,0.85,291782,0.7,1,1.8000000000000001e-06,0.244,-6.49,1,88,0.0478,101.875
15613,0.507,2000,0.0371,1960,0.78,404107,0.768,1,2.34e-06,0.518,-4.325,0,92,0.23800000000000002,80.063
15614,0.861,2000,0.031,80,0.61,200400,0.9259999999999999,0,0.0012,0.0821,-4.843,0,84,0.0479,172.638
15615,0.542,2000,0.24600000000000002,6348,0.595,241533,0.653,0,0.0,0.264,-4.935,1,83,0.0265,128.93
15616,0.894,2000,0.3,938,0.7509999999999999,211160,0.8340000000000001,0,1.77e-05,0.355,-5.444,0,92,0.0437,95.053
15617,0.165,2000,0.748,1279,0.371,227093,0.268,0,0.0517,0.10400000000000001,-10.505999999999998,1,86,0.0281,102.617
15618,0.5379999999999999,2000,0.0014,3680,0.4920000000000001,157333,0.9690000000000001,0,1.32e-06,0.0787,-4.419,1,90,0.0491,95.13600000000001
15619,0.654,2000,0.0561,5307,0.853,227600,0.606,0,0.0,0.313,-4.596,1,90,0.0713,94.759
15620,0.565,2000,0.00689,4443,0.865,287000,0.664,1,0.0,0.142,-6.822,1,83,0.10800000000000001,162.83100000000005
15621,0.474,2000,0.747,4685,0.547,154733,0.335,0,0.0,0.10099999999999999,-9.2,0,88,0.0307,115.838
15622,0.532,2000,0.0112,5790,0.386,425653,0.607,0,1.3800000000000007e-05,0.08800000000000001,-7.7,1,90,0.0261,147.207
15623,0.9159999999999999,2000,0.439,6442,0.8170000000000001,218440,0.585,1,0.0,0.147,-4.688,1,85,0.0301,105.014
15624,0.843,2000,0.00414,6433,0.857,183733,0.46799999999999997,0,1.32e-05,0.26899999999999996,-8.53,1,88,0.0476,89.119
15625,0.866,2000,0.386,5790,0.49,145747,0.715,0,0.0,0.311,-5.5489999999999995,1,86,0.0476,130.726
15626,0.435,2000,0.00118,3605,0.541,216067,0.8640000000000001,0,0.0,0.0896,-4.915,1,77,0.0357,124.557
15627,0.299,2000,0.0466,3680,0.58,208960,0.7020000000000001,0,3.2e-06,0.536,-5.565,1,86,0.0337,105.07600000000001
15628,0.915,2000,0.0281,4618,0.725,240027,0.64,1,0.0,0.099,-7.905,0,80,0.332,166.028
15629,0.544,2000,0.0263,849,0.551,224493,0.9129999999999999,0,1.3500000000000001e-05,0.34700000000000003,-4.063,0,94,0.0466,119.992
15630,0.789,2000,0.0125,4957,0.779,240800,0.7170000000000001,0,0.0536,0.355,-9.7,0,82,0.0335,115.384
15631,0.885,2000,0.627,5190,0.691,125440,0.507,0,0.0,0.457,-10.23,1,85,0.0343,128.518
15632,0.7090000000000001,2000,0.00591,3655,0.603,213760,0.9329999999999999,1,0.0,0.20600000000000002,-3.358,1,88,0.171,96.306
15633,0.275,2000,0.0632,3573,0.385,294533,0.44299999999999995,0,0.0,0.0898,-9.627,0,78,0.0295,151.278
15634,0.66,2000,0.000891,4498,0.48100000000000004,189333,0.94,0,0.0,0.0939,-5.204,1,79,0.066,96.493
15635,0.807,2000,0.11599999999999999,5306,0.74,235133,0.7659999999999999,0,0.0,0.0406,-2.9389999999999996,1,85,0.17800000000000002,170.53099999999995
15636,0.529,2000,0.0131,2363,0.777,198066,0.725,0,0.00805,0.24600000000000002,-8.681000000000001,1,84,0.05,116.669
15637,0.315,2000,0.14400000000000002,1972,0.785,290427,0.871,1,0.0,0.309,-2.6919999999999997,0,84,0.265,87.24799999999998
