ID,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
11606,0.763,1980,0.011,0.31,255493,0.7,0,0.00965,9,0.0828,-5.678,1,84,0.047,188.386
11607,0.7709999999999999,1980,0.322,0.774,227653,0.511,0,0.0,11,0.0672,-8.914,1,79,0.0319,94.736
11608,0.7559999999999999,1980,0.112,0.933,214653,0.528,0,0.329,5,0.163,-6.472,0,73,0.162,109.975
11609,0.902,1980,0.234,0.7509999999999999,190627,0.501,0,0.112,5,0.0467,-12.151,1,78,0.0551,167.05700000000004
11610,0.755,1980,0.00287,0.532,210173,0.767,0,0.000513,7,0.39,-5.509,1,80,0.0574,127.361
11611,0.813,1980,0.416,0.5539999999999999,162467,0.7829999999999999,0,1.54e-06,6,0.631,-5.852,1,76,0.0457,105.39
11612,0.5710000000000001,1980,0.00251,0.529,201693,0.932,0,0.00109,7,0.136,-7.501,1,72,0.0488,138.158
11613,0.669,1980,0.17600000000000002,0.486,190800,0.633,0,0.0,9,0.312,-8.414,1,69,0.0365,162.158
11614,0.303,1980,0.00532,0.389,312293,0.873,0,0.0055,4,0.273,-4.768,0,75,0.0475,106.767
11615,0.41,1980,0.0519,0.306,200293,0.722,0,0.0,0,0.117,-5.962999999999999,1,72,0.034,174.732
11616,0.76,1980,0.36,0.916,237000,0.72,0,0.00016,0,0.0958,-8.548,1,76,0.1,103.312
11617,0.452,1980,0.0958,0.371,239680,0.758,0,0.0,7,0.116,-5.6789999999999985,1,68,0.036000000000000004,77.81
11618,0.871,1980,0.181,0.644,259907,0.919,0,0.134,2,0.622,-6.289,1,71,0.0561,117.459
11619,0.715,1980,0.7140000000000001,0.599,163373,0.762,0,4.43e-06,0,0.35,-6.8870000000000005,1,65,0.0423,76.961
11620,0.234,1980,0.000852,0.329,166920,0.974,0,0.000118,3,0.0904,-8.77,0,75,0.135,140.862
11621,0.944,1980,0.117,0.741,171267,0.58,0,3.3100000000000005e-05,4,0.212,-9.05,1,70,0.0304,127.402
11622,0.344,1980,0.0852,0.675,253800,0.61,0,0.0188,1,0.159,-13.811,1,64,0.085,131.037
11623,0.898,1980,0.008879999999999999,0.5670000000000001,280636,0.5589999999999999,0,0.00131,9,0.0764,-10.175,1,65,0.0288,127.227
11624,0.48,1980,0.000239,0.457,317427,0.904,0,0.0879,2,0.396,-5.303,1,73,0.0747,141.03799999999995
11625,0.539,1980,0.0994,0.752,176440,0.684,0,0.0,0,0.0897,-7.599,1,67,0.15,141.075
11626,0.982,1980,0.532,0.6859999999999999,144187,0.622,0,0.0,2,0.0511,-7.31,1,65,0.0857,163.245
11627,0.504,1980,0.244,0.614,199667,0.381,0,4.120000000000001e-05,4,0.0917,-14.628,1,63,0.0441,145.056
11628,0.86,1980,0.237,0.748,168813,0.72,0,0.0,9,0.069,-7.774,1,64,0.0286,128.69
11629,0.435,1980,0.733,0.574,245693,0.469,0,1.96e-06,2,0.856,-11.53,1,66,0.0403,111.378
11630,0.768,1980,0.185,0.72,323347,0.828,0,0.429,5,0.0839,-9.211,1,66,0.0462,110.071
11631,0.957,1980,0.0744,0.78,161133,0.8690000000000001,0,0.004,9,0.0621,-7.255,1,66,0.0517,157.90200000000004
11632,0.584,1980,0.679,0.7829999999999999,412596,0.284,0,0.282,9,0.0767,-14.307,1,63,0.0365,82.676
11633,0.907,1980,0.368,0.7509999999999999,185960,0.703,0,0.00123,9,0.196,-5.687,1,61,0.0287,97.931
11634,0.899,1980,0.000541,0.527,208453,0.923,0,0.765,2,0.127,-7.457999999999997,1,68,0.0379,146.924
11635,0.632,1980,0.0144,0.365,296467,0.924,0,0.000254,4,0.423,-7.066,1,64,0.0488,135.811
11636,0.491,1980,0.024,0.362,153840,0.961,0,9.35e-06,2,0.159,-5.664,1,70,0.0857,164.019
11637,0.518,1980,0.0453,0.799,242667,0.506,0,0.00107,2,0.0365,-9.414,1,68,0.0606,140.309
11638,0.718,1980,0.28,0.674,333720,0.7709999999999999,0,0.0318,7,0.133,-5.612,1,64,0.0246,109.618
11639,0.35700000000000004,1980,0.313,0.512,243000,0.262,0,5.51e-06,0,0.456,-16.875,1,68,0.0276,108.381
11640,0.6940000000000001,1980,0.608,0.6709999999999999,233560,0.256,0,0.0,7,0.0737,-10.743,1,70,0.0387,115.871
11641,0.5710000000000001,1980,0.847,0.6629999999999999,160827,0.263,0,2.17e-06,3,0.452,-13.043,1,60,0.106,137.52
11642,0.882,1980,0.238,0.498,324040,0.723,0,0.0,10,0.353,-8.052999999999999,1,63,0.05,153.227
11643,0.972,1980,0.0857,0.6409999999999999,199453,0.894,0,0.009000000000000001,8,0.157,-7.41,1,69,0.0273,109.823
11644,0.961,1980,0.175,0.5670000000000001,253200,0.945,0,2.6e-06,9,0.35,-7.2429999999999986,1,63,0.0458,150.792
11645,0.906,1980,0.145,0.885,298867,0.664,0,0.0483,1,0.0767,-11.795,1,67,0.0524,121.632
11646,0.965,1980,0.434,0.815,264987,0.741,0,0.115,0,0.0689,-9.478,1,63,0.031,121.221
11647,0.593,1980,0.445,0.743,443773,0.43,0,0.363,10,0.0455,-14.575,0,70,0.0906,95.406
11648,0.728,1980,0.0126,0.952,307400,0.301,0,0.000931,2,0.0387,-13.936,1,62,0.0612,119.629
11649,0.912,1980,0.282,0.514,175267,0.942,0,6.6e-05,9,0.17,-8.433,1,62,0.0502,159.847
11650,0.961,1980,0.457,0.764,254600,0.626,0,6.35e-06,0,0.172,-8.274,1,59,0.0288,118.324
11651,0.8,1980,0.201,0.7909999999999999,279067,0.7,0,0.000312,11,0.0562,-6.96,1,59,0.0297,120.741
11652,0.534,1980,0.63,0.409,170107,0.277,0,0.0,0,0.173,-10.276,1,66,0.0421,80.062
11653,0.7170000000000001,1980,0.041,0.5760000000000001,266040,0.659,0,0.0,9,0.0587,-5.617000000000001,1,65,0.0383,94.853
11654,0.777,1980,0.263,0.449,212667,0.645,0,2.9e-06,9,0.901,-15.2,1,59,0.0385,109.581
11655,0.438,1980,0.0996,0.586,343400,0.377,0,3.15e-06,2,0.0859,-12.638,1,57,0.0271,90.716
11656,0.522,1980,0.5479999999999999,0.457,294733,0.785,0,0.000781,6,0.08199999999999999,-6.783,1,59,0.0383,126.947
11657,0.8190000000000001,1980,0.0136,0.61,210133,0.8240000000000001,0,1.75e-06,4,0.0606,-6.046,1,64,0.0534,134.99200000000002
11658,0.132,1980,0.0675,0.609,184653,0.489,0,0.0,0,0.101,-12.9,1,59,0.0383,97.163
11659,0.32299999999999995,1980,0.0239,0.329,419933,0.6729999999999999,0,0.109,3,0.138,-8.465,0,57,0.0296,91.122
11660,0.301,1980,0.0244,0.428,313453,0.978,0,0.006999999999999999,4,0.16899999999999998,-8.725,1,60,0.0636,142.905
11661,0.5760000000000001,1980,0.282,0.408,206067,0.414,0,0.0,2,0.153,-11.083,1,64,0.0297,107.469
11662,0.713,1980,0.14,0.721,213973,0.57,0,0.000201,2,0.0628,-11.466,1,55,0.0416,122.445
11663,0.88,1980,0.0842,0.8490000000000001,306667,0.5,0,0.0,11,0.107,-16.705,1,56,0.0915,117.217
11664,0.486,1980,0.4370000000000001,0.602,361395,0.574,0,0.00415,5,0.0751,-8.169,1,55,0.0278,87.318
11665,0.5479999999999999,1980,0.0841,0.588,337933,0.6409999999999999,0,0.000663,5,0.303,-12.205,1,58,0.0312,119.374
11666,0.7290000000000001,1980,0.365,0.6509999999999999,164653,0.653,0,0.000117,0,0.0742,-9.731,1,59,0.0545,164.912
11667,0.263,1980,0.445,0.35600000000000004,184640,0.331,0,0.0,7,0.8909999999999999,-11.065,1,58,0.0435,111.995
11668,0.394,1980,0.76,0.35100000000000003,195760,0.21,0,0.000138,8,0.29,-14.838,1,57,0.0334,144.25
11669,0.637,1980,0.0785,0.589,240227,0.7509999999999999,0,2.38e-06,9,0.0878,-5.6629999999999985,1,57,0.0403,108.849
11670,0.746,1980,0.378,0.588,212933,0.6559999999999999,0,0.00227,3,0.042,-6.3729999999999976,1,70,0.0224,79.70100000000002
11671,0.884,1980,0.179,0.873,245600,0.855,0,0.0285,5,0.0377,-8.559,0,57,0.0615,107.868
11672,0.421,1980,0.34,0.633,354933,0.62,0,0.605,0,0.0977,-11.271,1,54,0.0648,81.117
11673,0.48,1980,0.0506,0.528,306050,0.769,0,0.029,8,0.111,-8.413,1,56,0.0469,144.84
11674,0.411,1980,0.36,0.602,312773,0.732,0,0.000314,2,0.0755,-8.29,1,61,0.0282,129.355
11675,0.68,1980,0.0113,0.485,321800,0.935,0,3.89e-05,2,0.331,-7.005,1,56,0.0696,155.61
11676,0.51,1980,0.88,0.512,246440,0.212,0,0.00573,7,0.115,-21.426,1,58,0.0483,117.756
11677,0.952,1980,0.231,0.626,264333,0.425,0,0.0,0,0.114,-15.656,1,66,0.0356,150.875
11678,0.495,1980,0.00533,0.532,215533,0.858,0,2.13e-06,9,0.7509999999999999,-5.023,1,64,0.0599,125.698
11679,0.78,1980,0.586,0.74,220440,0.394,0,0.000215,2,0.316,-15.126,1,53,0.0331,123.689
11680,0.237,1980,0.131,0.341,199800,0.721,0,0.00029,3,0.21600000000000005,-10.311,1,62,0.0801,126.351
11681,0.284,1980,0.753,0.5770000000000001,179573,0.379,0,0.955,7,0.126,-13.82,0,59,0.0368,103.112
11682,0.841,1980,0.3670000000000001,0.7809999999999999,299120,0.5429999999999999,0,0.00045,8,0.0541,-10.544,0,55,0.0925,145.872
11683,0.8390000000000001,1980,0.124,0.85,311120,0.818,0,0.00135,0,0.349,-8.623,1,54,0.0904,105.266
11684,0.863,1980,0.423,0.6609999999999999,180320,0.581,0,0.0,5,0.11,-9.67,1,55,0.032,91.11
11685,0.599,1980,0.544,0.568,164027,0.498,0,3.7000000000000006e-06,0,0.0777,-5.75,1,52,0.0654,155.121
11686,0.424,1980,0.0016699999999999998,0.421,238467,0.889,0,0.00838,2,0.654,-5.166,1,60,0.0545,122.424
11687,0.736,1980,0.189,0.509,213150,0.928,0,1.41e-06,2,0.269,-5.8329999999999975,1,55,0.0329,107.921
11688,0.7659999999999999,1980,0.107,0.677,274467,0.722,0,0.00912,2,0.366,-7.858,0,54,0.0258,133.472
11689,0.331,1980,0.248,0.469,231840,0.278,0,0.000126,3,0.133,-16.311,0,69,0.028,169.735
11690,0.436,1980,0.425,0.583,233867,0.316,0,5.67e-05,7,0.11,-19.292,1,61,0.0315,114.36
11691,0.818,1980,0.0349,0.731,215092,0.664,0,7.59e-05,4,0.127,-6.995,1,51,0.0371,110.775
11692,0.964,1980,0.0514,0.778,233893,0.667,0,0.0312,11,0.092,-7.273,1,52,0.0258,96.954
11693,0.59,1980,0.179,0.5870000000000001,301547,0.536,0,2.75e-05,7,0.305,-11.248,1,67,0.0304,117.498
11694,0.775,1980,0.0066,0.688,164307,0.639,0,0.0596,7,0.0588,-12.964,1,55,0.0648,110.025
11695,0.866,1980,0.273,0.71,266160,0.743,0,0.000406,1,0.258,-10.553,1,63,0.0507,120.277
11696,0.961,1980,0.199,0.72,242707,0.88,0,0.0246,5,0.0865,-8.988,1,60,0.0406,118.623
11697,0.855,1980,0.06,0.78,247293,0.523,0,0.0629,9,0.24,-8.884,1,63,0.051,147.86
11698,0.733,1980,0.396,0.625,187333,0.578,0,0.00054,2,0.032,-12.472,1,51,0.0315,116.087
11699,0.747,1980,0.475,0.642,304000,0.5720000000000001,0,0.0,0,0.157,-7.345,0,51,0.0475,177.514
11700,0.968,1980,0.00557,0.939,207773,0.65,0,0.0,9,0.0429,-8.282,0,62,0.0615,134.727
11701,0.963,1980,0.134,0.816,370893,0.603,0,4.2700000000000015e-05,7,0.152,-11.924,1,50,0.0749,114.767
11702,0.966,1980,0.0595,0.774,242333,0.531,0,0.0,11,0.0409,-7.176,0,60,0.0446,142.001
11703,0.962,1980,0.258,0.7340000000000001,271023,0.631,0,2.4e-06,5,0.0752,-6.8870000000000005,1,61,0.098,141.47799999999995
11704,0.64,1980,0.0976,0.51,294093,0.595,0,0.0176,2,0.338,-11.021,1,56,0.0378,131.761
11705,0.51,1980,0.463,0.435,271800,0.69,0,0.0,0,0.104,-6.635,0,54,0.0388,163.486
11706,0.935,1980,0.194,0.604,271160,0.653,0,0.125,9,0.0442,-12.703,1,51,0.0355,171.968
11707,0.908,1980,0.215,0.7340000000000001,349280,0.8590000000000001,0,0.343,7,0.0823,-7.237,0,56,0.0922,112.941
11708,0.4270000000000001,1980,0.196,0.546,229333,0.813,0,0.00502,4,0.0486,-10.143,0,51,0.0356,128.131
11709,0.239,1980,0.608,0.5589999999999999,245452,0.446,0,0.000131,10,0.0902,-8.805,1,52,0.0349,131.792
11710,0.5720000000000001,1980,0.0633,0.612,281853,0.329,0,0.0,4,0.0658,-13.038,1,53,0.0365,74.046
11711,0.234,1980,0.5820000000000001,0.607,189933,0.32,0,0.0,6,0.168,-13.036,1,52,0.03,89.78
11712,0.925,1980,0.171,0.631,126787,0.888,0,0.0433,5,0.146,-8.491,1,52,0.0375,147.82399999999996
11713,0.774,1980,0.234,0.645,191667,0.828,0,0.0,0,0.2,-8.493,1,51,0.0373,121.217
11714,0.746,1980,0.378,0.588,212933,0.6559999999999999,0,0.00227,3,0.042,-6.3729999999999976,1,65,0.0224,79.70100000000002
11715,0.461,1980,0.00269,0.644,233347,0.8290000000000001,0,0.00447,8,0.0794,-4.399,1,51,0.0512,115.883
11716,0.708,1980,0.18600000000000005,0.652,208507,0.654,0,0.0,6,0.162,-7.6789999999999985,1,50,0.0275,127.555
11717,0.888,1980,0.007240000000000002,0.551,216360,0.882,0,1.13e-05,2,0.322,-6.808,1,55,0.0454,166.403
11718,0.868,1980,0.138,0.691,177360,0.726,0,0.0,5,0.11,-7.353,1,53,0.0543,98.418
11719,0.687,1980,0.6940000000000001,0.799,179360,0.264,0,0.0,2,0.232,-16.715,1,50,0.405,124.98
11720,0.8690000000000001,1980,0.0899,0.738,262907,0.516,0,0.0,8,0.0666,-8.861,0,52,0.026,104.925
11721,0.648,1980,0.0447,0.408,224600,0.513,0,7.670000000000001e-05,9,0.493,-12.215,0,56,0.0292,172.435
11722,0.841,1980,0.4,0.7559999999999999,253507,0.843,0,0.0104,0,0.0654,-5.315,1,57,0.0476,139.51
11723,0.49,1980,0.000866,0.412,183867,0.601,0,0.0466,2,0.321,-10.493,1,52,0.0536,114.537
11724,0.647,1980,0.00034700000000000003,0.36,217387,0.909,0,3.28e-05,8,0.282,-6.827000000000001,1,59,0.0663,155.293
11725,0.701,1980,0.0533,0.593,189693,0.785,0,1.44e-05,8,0.0777,-6.081,0,51,0.0492,100.129
11726,0.269,1980,0.00974,0.5479999999999999,257600,0.488,0,0.000205,0,0.187,-14.834,1,52,0.0318,126.446
11727,0.7759999999999999,1980,0.111,0.6779999999999999,339400,0.621,0,0.0973,5,0.0394,-5.478,1,57,0.0623,113.389
11728,0.327,1980,0.359,0.507,229920,0.45,0,0.0,7,0.127,-6.796,1,50,0.0268,81.633
11729,0.96,1980,0.00511,0.779,357027,0.5710000000000001,0,1.16e-05,1,0.0532,-15.327,1,61,0.0427,116.197
11730,0.34,1980,0.936,0.5589999999999999,247533,0.304,0,1.09e-06,8,0.139,-10.922,1,51,0.029,137.724
11731,0.736,1980,0.0704,0.525,211760,0.975,0,2.22e-05,2,0.231,-4.372,1,58,0.0572,132.686
11732,0.354,1980,0.000326,0.198,233667,0.928,0,0.382,2,0.389,-9.808,1,54,0.0681,170.016
11733,0.45,1980,0.23,0.613,212987,0.695,0,0.00191,9,0.187,-5.783,1,51,0.0253,122.47
11734,0.422,1980,0.7609999999999999,0.489,298027,0.358,0,0.018000000000000002,2,0.106,-10.413,1,66,0.0302,77.78399999999998
11735,0.0825,1980,0.39,0.177,346933,0.295,0,0.591,5,0.0684,-14.581,1,55,0.061,83.40899999999998
11736,0.521,1980,0.332,0.579,196867,0.52,0,0.0,4,0.165,-8.575,1,50,0.0361,167.31099999999995
11737,0.93,1980,0.202,0.735,224560,0.653,0,0.000307,8,0.0802,-5.533,1,62,0.0269,107.779
11738,0.277,1980,0.337,0.382,212533,0.698,0,0.0,5,0.126,-5.772,1,49,0.0321,78.5
11739,0.289,1980,0.741,0.466,209933,0.439,0,1.64e-05,5,0.0707,-8.892000000000003,0,60,0.0325,107.173
11740,0.932,1980,0.00441,0.5589999999999999,213693,0.764,0,0.0299,2,0.0807,-7.058,0,67,0.0348,143.319
11741,0.901,1980,0.002,0.593,238133,0.7020000000000001,0,8.379999999999999e-05,0,0.19,-12.668,1,52,0.0409,142.006
11742,0.221,1980,0.056,0.462,330533,0.7040000000000001,0,0.184,0,0.371,-10.177,1,51,0.0763,103.004
11743,0.209,1980,0.188,0.48,168213,0.6559999999999999,0,0.0177,4,0.11,-11.352,0,48,0.118,108.461
11744,0.802,1980,0.0623,0.6459999999999999,259600,0.88,0,0.157,2,0.355,-7.752999999999999,1,47,0.0637,116.916
11745,0.364,1980,0.545,0.512,365720,0.362,0,0.00133,0,0.0813,-9.661,1,48,0.0267,131.42700000000002
11746,0.92,1980,0.0273,0.503,224107,0.908,0,7.879999999999999e-05,0,0.396,-5.845,1,53,0.0641,179.929
11747,0.6990000000000001,1980,0.00312,0.65,224560,0.449,0,1.94e-05,0,0.5479999999999999,-7.555,1,49,0.0281,89.641
11748,0.15,1980,0.0122,0.45,259296,0.941,0,9.92e-05,8,0.35700000000000004,-6.601,1,50,0.0766,106.521
11749,0.175,1980,0.00943,0.223,356291,0.966,0,0.00146,1,0.353,-6.693,0,50,0.119,166.737
11750,0.632,1980,0.115,0.4,255267,0.902,0,0.000116,9,0.139,-4.385,1,58,0.0523,105.659
11751,0.8859999999999999,1980,0.041,0.802,281920,0.5920000000000001,0,0.0,7,0.242,-9.653,1,48,0.0663,110.733
11752,0.0837,1980,0.623,0.496,316333,0.264,0,0.00116,11,0.054000000000000006,-18.292,1,47,0.0348,127.675
11753,0.78,1980,0.211,0.5670000000000001,212787,0.653,0,0.000489,0,0.0639,-11.524,0,61,0.0336,142.218
11754,0.333,1980,0.27,0.378,232360,0.5670000000000001,0,1.6e-06,2,0.302,-6.591,1,61,0.032,133.343
11755,0.621,1980,0.112,0.892,236067,0.578,0,0.000315,10,0.0897,-5.025,1,58,0.15,108.703
11756,0.691,1980,0.0361,0.73,231733,0.561,0,0.0473,0,0.0493,-12.851,1,53,0.203,80.892
11757,0.504,1980,0.0811,0.521,198733,0.6779999999999999,0,0.0,9,0.118,-6.811,1,48,0.0354,121.848
11758,0.368,1980,0.617,0.13,277533,0.979,0,0.409,2,0.338,-3.903,1,46,0.113,205.39
11759,0.8320000000000001,1980,0.0604,0.799,333520,0.789,0,0.0,0,0.0338,-8.208,1,56,0.0396,116.081
11760,0.618,1980,0.0234,0.417,245667,0.942,0,0.00857,4,0.317,-4.225,1,56,0.0852,152.346
11761,0.669,1980,0.325,0.627,264973,0.664,0,0.0,5,0.653,-9.035,1,48,0.0527,131.983
11762,0.381,1980,0.0663,0.452,211733,0.302,0,0.0,3,0.116,-17.023,1,60,0.0355,149.16299999999995
11763,0.421,1980,0.301,0.701,236547,0.79,0,6.06e-05,9,0.179,-6.16,1,61,0.0725,99.104
11764,0.713,1980,0.213,0.545,224827,0.682,0,0.0,6,0.147,-5.931,1,64,0.0289,102.703
11765,0.401,1980,0.826,0.5579999999999999,182360,0.16,0,2.3e-05,4,0.131,-17.500999999999998,1,47,0.0384,63.055
11766,0.667,1980,0.0598,0.4320000000000001,536333,0.7240000000000001,0,0.289,2,0.8220000000000001,-7.492000000000001,1,50,0.0332,94.467
11767,0.5329999999999999,1980,0.302,0.664,348333,0.423,0,0.00304,10,0.0731,-10.367,1,50,0.0591,61.06399999999999
11768,0.927,1980,0.163,0.634,216569,0.809,0,0.00199,4,0.309,-10.025,0,47,0.0335,77.256
11769,0.894,1980,0.138,0.723,285613,0.818,0,0.748,7,0.218,-5.9460000000000015,1,51,0.0366,135.122
11770,0.201,1980,0.7879999999999999,0.627,261200,0.0973,0,0.0,7,0.116,-20.243,1,46,0.0301,94.861
11771,0.693,1980,0.207,0.723,263107,0.6829999999999999,0,4.25e-06,11,0.133,-10.517,0,55,0.0349,132.023
11772,0.37,1980,0.929,0.705,147160,0.0958,0,0.00191,1,0.101,-18.361,0,47,0.0344,110.817
11773,0.7509999999999999,1980,0.5539999999999999,0.608,317000,0.391,0,1.7199999999999998e-05,10,0.0891,-17.042,1,48,0.0284,143.665
11774,0.967,1980,0.22,0.871,218320,0.736,0,0.000725,0,0.0894,-7.896,0,50,0.0675,115.149
11775,0.708,1980,0.0176,0.846,309880,0.564,0,0.026,4,0.0713,-10.915,0,53,0.0981,131.25
11776,0.92,1980,0.61,0.4920000000000001,203453,0.928,0,0.00259,5,0.368,-4.037,1,62,0.071,194.078
11777,0.272,1980,0.451,0.452,245240,0.147,0,0.0,1,0.109,-16.747,1,46,0.0338,76.133
11778,0.8290000000000001,1980,0.0405,0.675,209467,0.494,0,6.99e-05,2,0.0736,-11.794,1,50,0.0373,125.736
11779,0.7390000000000001,1980,0.316,0.672,200213,0.485,0,0.0,5,0.107,-6.148,1,54,0.0333,102.76
