ID,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
9806,0.282,1971,0.382,0.414,377093,0.428,0,0.000243,0,0.14800000000000002,-11.097,1,79,0.0278,145.075
9807,0.15,1971,0.313,0.489,300400,0.7240000000000001,0,0.185,5,0.287,-8.367,1,77,0.0352,117.292
9808,0.491,1971,0.6990000000000001,0.531,516893,0.481,0,0.0,4,0.0842,-11.709,0,75,0.06,138.45
9809,0.197,1971,0.58,0.338,482830,0.34,0,0.0032,9,0.116,-12.049,0,78,0.0339,82.43299999999998
9810,0.514,1971,0.457,0.479,125093,0.416,0,1.7199999999999998e-05,4,0.118,-11.451,0,77,0.124,79.593
9811,0.16899999999999998,1971,0.907,0.547,187867,0.257,0,0.183,0,0.0935,-12.358,1,78,0.0252,75.752
9812,0.7490000000000001,1971,0.396,0.4370000000000001,295387,0.8640000000000001,0,0.0314,4,0.242,-7.842,0,72,0.0904,81.39399999999998
9813,0.5429999999999999,1971,0.5589999999999999,0.605,350267,0.574,0,0.113,2,0.0684,-10.536,1,72,0.0377,129.44899999999998
9814,0.6579999999999999,1971,0.302,0.453,271333,0.464,0,5.96e-05,2,0.152,-10.96,1,72,0.0431,93.19
9815,0.6409999999999999,1971,0.805,0.505,254305,0.258,0,0.0,11,0.12,-12.193,0,67,0.0297,141.003
9816,0.815,1971,0.411,0.757,199200,0.868,0,0.00221,9,0.355,-9.326,1,64,0.062,138.923
9817,0.158,1971,0.687,0.4320000000000001,341773,0.389,0,0.0107,7,0.0788,-6.517,1,72,0.0255,139.506
9818,0.716,1971,0.25,0.5489999999999999,434720,0.722,0,0.0138,11,0.11,-11.729,0,74,0.0283,103.885
9819,0.625,1971,0.758,0.462,190160,0.395,0,0.0,9,0.121,-9.376,1,70,0.0264,82.259
9820,0.522,1971,0.943,0.503,212161,0.265,0,0.045,2,0.0867,-15.913,1,67,0.0333,78.044
9821,0.679,1971,0.9,0.693,263480,0.201,0,0.0,1,0.112,-9.903,1,69,0.0288,100.836
9822,0.383,1971,0.979,0.405,245040,0.152,0,9.07e-05,0,0.104,-13.901,1,67,0.0395,61.34
9823,0.907,1971,0.157,0.7290000000000001,267000,0.818,0,0.285,2,0.195,-9.992,1,63,0.0732,125.811
