ID,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
1606,0.377,1930,0.8109999999999999,0.521,285962,0.364,0,0.0097,6,0.14300000000000002,-10.494000000000002,0,55,0.0641,95.234
1607,0.168,1930,0.987,0.349,541600,0.326,0,0.8859999999999999,1,0.784,-15.347,1,48,0.0551,80.233
1608,0.0808,1930,0.991,0.269,264560,0.00856,0,0.913,1,0.132,-29.686,1,35,0.0367,70.131
1609,0.922,1930,0.858,0.727,159840,0.287,0,2.6e-06,8,0.057,-9.227,1,28,0.327,170.17
1610,0.055,1930,0.993,0.294,210827,0.006840000000000001,0,0.939,4,0.0616,-29.3,1,29,0.047,49.792
1611,0.955,1930,0.924,0.664,192933,0.374,0,0.00132,9,0.0915,-14.835,0,25,0.0952,82.368
1612,0.414,1930,0.982,0.463,181800,0.244,0,2.58e-06,6,0.292,-7.747999999999997,1,26,0.0311,93.868
1613,0.599,1930,0.309,0.758,275723,0.376,0,0.0202,4,0.0884,-14.476,0,19,0.0587,91.993
1614,0.603,1930,0.971,0.6990000000000001,124147,0.447,0,0.000236,3,0.19,-10.589,1,36,0.16,124.463
1615,0.5820000000000001,1930,0.98,0.659,151800,0.342,0,0.0211,11,0.159,-15.852,1,17,0.0965,109.822
1616,0.445,1930,0.933,0.5770000000000001,197067,0.305,0,0.00331,3,0.193,-12.63,1,18,0.0529,111.861
1617,0.7659999999999999,1930,0.952,0.501,180960,0.3720000000000001,0,0.0008869999999999998,3,0.152,-7.565,1,17,0.0792,147.745
1618,0.196,1930,0.97,0.337,179240,0.0723,0,0.000937,2,0.0866,-16.871,1,18,0.0561,173.895
1619,0.0697,1930,0.982,0.295,918440,0.0696,0,0.892,11,0.111,-23.701,1,19,0.0387,66.145
1620,0.8340000000000001,1930,0.943,0.7290000000000001,178933,0.7120000000000001,0,0.0,10,0.14,-1.649,1,17,0.0769,103.235
1621,0.777,1930,0.879,0.605,194173,0.404,0,7.55e-05,5,0.114,-7.417999999999997,1,15,0.0581,142.135
1622,0.0784,1930,0.982,0.343,585733,0.15,0,0.907,2,0.165,-21.367,0,17,0.0371,98.927
1623,0.149,1930,0.994,0.425,430880,0.297,0,0.918,1,0.755,-12.883,1,16,0.0485,106.942
1624,0.696,1930,0.993,0.703,179801,0.295,0,0.000426,10,0.391,-8.017000000000001,1,16,0.208,106.125
1625,0.78,1930,0.935,0.53,166373,0.235,0,0.00126,5,0.108,-15.829,1,14,0.0445,172.86
1626,0.961,1930,0.914,0.6920000000000001,179773,0.402,0,0.0,2,0.066,-11.727,0,15,0.202,88.699
1627,0.857,1930,0.944,0.563,169960,0.528,0,0.0602,6,0.166,-12.567,1,12,0.0365,125.715
1628,0.913,1930,0.985,0.708,164667,0.453,0,0.00186,3,0.149,-9.267,1,13,0.0368,78.84
1629,0.0688,1930,0.981,0.43,636293,0.203,0,0.8859999999999999,3,0.74,-19.76,1,15,0.0427,123.483
1630,0.8,1930,0.99,0.591,171333,0.219,0,0.0763,0,0.0953,-13.34,1,13,0.0637,90.699
1631,0.0734,1930,0.975,0.37,735200,0.189,0,0.8420000000000001,1,0.6940000000000001,-22.01,0,15,0.0442,118.259
1632,0.0634,1930,0.979,0.31,1803280,0.22,0,0.868,6,0.162,-16.664,1,14,0.0428,79.903
1633,0.0379,1930,0.982,0.295,791893,0.0713,0,0.8909999999999999,11,0.6990000000000001,-20.649,1,14,0.0472,75.303
1634,0.14400000000000002,1930,0.986,0.402,413253,0.255,0,0.858,1,0.0819,-18.193,1,10,0.0439,114.921
1635,0.498,1930,0.968,0.473,181240,0.201,0,0.0206,5,0.207,-10.122,1,10,0.0471,93.239
1636,0.126,1930,0.993,0.329,492907,0.263,0,0.8809999999999999,3,0.115,-19.664,1,12,0.0421,82.62200000000001
1637,0.713,1930,0.982,0.575,193507,0.392,0,0.113,3,0.15,-10.655,1,8,0.0485,142.785
1638,0.0692,1930,0.958,0.342,618987,0.17600000000000002,0,0.861,5,0.0963,-18.769,1,12,0.0286,79.566
1639,0.349,1930,0.991,0.419,195067,0.0378,0,0.341,1,0.141,-22.449,1,10,0.0973,175.21599999999995
1640,0.929,1930,0.991,0.624,157067,0.433,0,0.0128,9,0.272,-8.684,0,11,0.29100000000000004,165.215
1641,0.244,1930,0.988,0.5820000000000001,203067,0.0317,0,0.000261,0,0.0595,-21.242,1,9,0.0462,81.22800000000002
1642,0.934,1930,0.772,0.4920000000000001,182107,0.461,0,0.421,5,0.0572,-7.548999999999999,1,6,0.049,189.01
1643,0.562,1930,0.991,0.546,215360,0.226,0,0.5870000000000001,3,0.108,-11.81,1,14,0.0431,95.896
1644,0.338,1930,0.991,0.456,230933,0.135,0,0.00137,0,0.133,-18.486,1,9,0.0939,129.871
1645,0.28,1930,0.994,0.452,191280,0.0652,0,1.61e-06,4,0.301,-17.386,0,8,0.0685,75.154
1646,0.0862,1930,0.957,0.32299999999999995,410933,0.0429,0,0.772,6,0.117,-24.761,1,10,0.0337,120.188
1647,0.052000000000000005,1930,0.985,0.266,387920,0.0966,0,0.919,4,0.0921,-22.489,1,11,0.0398,84.292
1648,0.0802,1930,0.99,0.335,184213,0.0573,0,0.925,10,0.0999,-24.872,0,11,0.0562,79.76
1649,0.962,1930,0.937,0.752,192267,0.459,0,0.007809999999999998,3,0.328,-6.093,1,8,0.0403,105.526
1650,0.362,1930,0.994,0.487,219960,0.109,0,5.24e-05,2,0.139,-20.146,1,8,0.271,96.949
1651,0.75,1930,0.983,0.7,148219,0.593,0,8.3e-05,6,0.379,-5.8370000000000015,1,30,0.181,107.391
1652,0.0364,1930,0.988,0.305,399827,0.0457,0,0.937,11,0.107,-23.484,1,11,0.0398,67.721
1653,0.0654,1930,0.991,0.212,233067,0.0768,0,0.8170000000000001,8,0.11,-24.628,1,11,0.0403,70.65899999999998
1654,0.674,1930,0.966,0.775,161240,0.179,0,1.83e-06,3,0.0385,-12.898,1,7,0.0584,107.406
1655,0.236,1930,0.994,0.525,215973,0.124,0,0.0153,7,0.275,-14.219,0,8,0.0407,97.109
1656,0.353,1930,0.988,0.34600000000000003,362293,0.3,0,0.85,0,0.448,-15.914,1,9,0.0379,76.991
1657,0.815,1930,0.821,0.594,272693,0.387,0,0.000418,8,0.0463,-10.195,1,7,0.0592,164.18200000000004
1658,0.102,1930,0.984,0.375,162840,0.0325,0,0.74,6,0.171,-28.284,1,10,0.0439,99.413
1659,0.29600000000000004,1930,0.994,0.401,188387,0.0511,0,0.0,10,0.141,-17.925,1,8,0.0676,74.348
1660,0.936,1930,0.99,0.742,184587,0.433,0,0.899,2,0.18600000000000005,-16.203,0,6,0.0821,118.506
1661,0.488,1930,0.994,0.807,158160,0.316,0,0.255,5,0.38,-13.851,1,6,0.408,116.159
1662,0.7509999999999999,1930,0.993,0.6659999999999999,162640,0.349,0,0.713,0,0.119,-13.388,0,6,0.0504,117.847
1663,0.619,1930,0.994,0.594,181120,0.0648,0,1.01e-05,7,0.35700000000000004,-18.931,1,6,0.123,121.361
1664,0.3,1930,0.993,0.515,192853,0.156,0,0.0516,10,0.126,-14.924,0,8,0.0386,97.985
1665,0.0959,1930,0.989,0.379,446107,0.0877,0,0.868,9,0.7020000000000001,-24.512,1,10,0.0458,89.20200000000001
1666,0.696,1930,0.99,0.732,123387,0.264,0,0.000852,5,0.0946,-14.148,1,6,0.322,135.011
1667,0.093,1930,0.991,0.299,630213,0.196,0,0.862,8,0.16399999999999998,-19.066,1,10,0.0369,82.50399999999998
