ID,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo
3806,0.6559999999999999,1941,0.945,0.794,190573,0.174,0,0.00725,7,0.276,-13.544,0,42,0.0388,121.843
3807,0.465,1941,0.931,0.727,197440,0.236,0,0.0161,9,0.114,-11.003,0,32,0.0288,132.16299999999998
3808,0.893,1941,0.911,0.733,180427,0.431,0,0.0151,8,0.292,-10.187,1,29,0.053,153.96200000000005
3809,0.316,1941,0.976,0.441,203667,0.123,0,8.49e-06,1,0.111,-13.893,1,33,0.0386,110.996
3810,0.765,1941,0.569,0.629,177960,0.322,0,0.0,5,0.0768,-13.85,0,27,0.0667,109.115
3811,0.33,1941,0.983,0.54,190307,0.191,0,0.111,8,0.205,-10.428,1,29,0.0382,82.59899999999998
3812,0.723,1941,0.957,0.69,167320,0.232,0,8.96e-06,0,0.0423,-13.457,1,25,0.0506,133.741
3813,0.405,1941,0.34700000000000003,0.68,172027,0.228,0,1.59e-05,9,0.0388,-13.15,1,31,0.0411,119.005
3814,0.111,1941,0.984,0.478,200933,0.0274,0,0.00387,9,0.0962,-21.013,0,23,0.0342,79.722
3815,0.769,1941,0.8079999999999999,0.547,188773,0.384,0,0.0031,3,0.122,-7.961,1,26,0.236,158.401
3816,0.4970000000000001,1941,0.863,0.557,180733,0.408,0,0.000177,1,0.0738,-8.032,1,22,0.0596,155.004
3817,0.68,1941,0.935,0.718,192200,0.259,0,0.000321,2,0.308,-11.036,0,19,0.0379,128.843
3818,0.838,1941,0.809,0.645,175467,0.447,0,0.00119,0,0.0827,-8.152000000000001,1,19,0.0427,76.258
3819,0.685,1941,0.946,0.828,136227,0.191,0,0.0034700000000000004,7,0.0825,-10.804,0,17,0.0432,121.94
3820,0.174,1941,0.973,0.481,197547,0.0286,0,1.95e-06,9,0.123,-24.899,0,17,0.0311,101.772
3821,0.154,1941,0.992,0.329,705320,0.139,0,0.8340000000000001,10,0.269,-17.744,1,20,0.0385,140.45
3822,0.379,1941,0.6990000000000001,0.385,271053,0.429,0,0.000291,7,0.109,-10.599,0,16,0.0315,112.082
3823,0.599,1941,0.948,0.7040000000000001,161027,0.35600000000000004,0,0.035,9,0.0799,-7.886,0,14,0.0428,142.366
3824,0.727,1941,0.929,0.737,188560,0.363,0,0.168,8,0.0977,-10.962,1,14,0.0711,131.274
3825,0.464,1941,0.973,0.6759999999999999,162307,0.145,0,0.0019,7,0.0442,-12.204,0,13,0.042,110.49
